    0.0000      5.0363      0.3301      0.0000      0.0000     1   1       1
    0.0387      5.0363      0.3000      0.0387      0.0000     2   1      52
    0.0775      5.0363      0.2111      0.0775      0.0000     3   1     103
    0.1162      5.0363      0.0676      0.1162      0.0000     4   1     154
    0.1550      5.0363     -0.1243      0.1550      0.0000     5   1     205
    0.1937      5.0363     -0.3555      0.1937      0.0000     6   1     256
    0.2325      5.0363     -0.6156      0.2325      0.0000     7   1     307
    0.2712      5.0363     -0.8924      0.2712      0.0000     8   1     358
    0.3099      5.0363     -1.1729      0.3099      0.0000     9   1     409
    0.3487      5.0363     -1.4435      0.3487      0.0000    10   1     460
    0.3874      5.0363     -1.6911      0.3874      0.0000    11   1     511
    0.4262      5.0363     -1.9028      0.4262      0.0000    12   1     562
    0.4649      5.0363     -2.0674      0.4649      0.0000    13   1     613
    0.5036      5.0363     -2.1753      0.5036      0.0000    14   1     664
    0.5424      5.0363     -2.2188      0.5424      0.0000    15   1     715
    0.5811      5.0363     -2.1932      0.5811      0.0000    16   1     766
    0.6199      5.0363     -2.0962      0.6199      0.0000    17   1     817
    0.6586      5.0363     -1.9288      0.6586      0.0000    18   1     868
    0.6974      5.0363     -1.6947      0.6974      0.0000    19   1     919
    0.7361      5.0363     -1.4007      0.7361      0.0000    20   1     970
    0.7748      5.0363     -1.0565      0.7748      0.0000    21   1    1021
    0.8136      5.0363     -0.6741      0.8136      0.0000    22   1    1072
    0.8523      5.0363     -0.2677      0.8523      0.0000    23   1    1123
    0.8911      5.0363      0.1469      0.8911      0.0000    24   1    1174
    0.9298      5.0363      0.5526      0.9298      0.0000    25   1    1225
    0.9686      5.0363      0.9320      0.9686      0.0000    26   1    1276
    1.0073      5.0363      1.2677      1.0073      0.0000    27   1    1327
    1.0460      5.0363      1.5429      1.0460      0.0000    28   1    1378
    1.0848      5.0363      1.7425      1.0848      0.0000    29   1    1429
    1.1235      5.0363      1.8528      1.1235      0.0000    30   1    1480
    1.1623      5.0363      1.8630      1.1623      0.0000    31   1    1531
    1.2010      5.0363      1.7649      1.2010      0.0000    32   1    1582
    1.2397      5.0363      1.5536      1.2397      0.0000    33   1    1633
