
    3.02    2.52   1
    3.02    2.98   1
    8.40    2.98   1
    8.40    2.52   1
    3.02    2.52   1

    3.41    2.80   1
    3.41    2.63   1

    3.41    2.80   1
    3.51    2.63   1

    3.51    2.80   1
    3.51    2.63   1

    3.66    2.80   1
    3.66    2.63   1

    3.66    2.72   1
    3.64    2.74   1
    3.63    2.74   1
    3.61    2.74   1
    3.59    2.74   1
    3.58    2.72   1
    3.57    2.70   1
    3.57    2.68   1
    3.58    2.66   1
    3.59    2.64   1
    3.61    2.63   1
    3.63    2.63   1
    3.64    2.64   1
    3.66    2.66   1

    3.72    2.76   1
    3.72    2.77   1
    3.73    2.78   1
    3.74    2.79   1
    3.75    2.80   1
    3.78    2.80   1
    3.80    2.79   1
    3.81    2.78   1
    3.81    2.77   1
    3.81    2.75   1
    3.81    2.74   1
    3.79    2.71   1
    3.71    2.63   1
    3.82    2.63   1

    3.98    2.76   1
    3.98    2.77   1
    3.96    2.79   1
    3.95    2.80   1
    3.91    2.80   1
    3.90    2.79   1
    3.88    2.77   1
    3.88    2.76   1
    3.87    2.74   1
    3.87    2.70   1
    3.88    2.67   1
    3.88    2.66   1
    3.90    2.64   1
    3.91    2.63   1
    3.95    2.63   1
    3.96    2.64   1
    3.98    2.66   1
    3.98    2.67   1

    4.04    2.74   1
    4.04    2.67   1
    4.05    2.64   1
    4.06    2.63   1
    4.08    2.63   1
    4.10    2.64   1
    4.12    2.67   1

    4.12    2.74   1
    4.12    2.63   1

    4.22    2.80   1
    4.21    2.79   1
    4.19    2.77   1
    4.19    2.76   1
    4.18    2.74   1
    4.18    2.70   1
    4.19    2.67   1
    4.19    2.66   1
    4.21    2.64   1
    4.22    2.63   1
    4.25    2.63   1
    4.27    2.64   1
    4.29    2.66   1
    4.29    2.67   1
    4.30    2.70   1
    4.30    2.74   1
    4.29    2.76   1
    4.29    2.77   1
    4.27    2.79   1
    4.25    2.80   1
    4.22    2.80   1

    4.42    2.80   1
    4.35    2.69   1
    4.46    2.69   1

    4.42    2.80   1
    4.42    2.63   1

    4.63    2.80   1
    4.63    2.63   1

    4.63    2.80   1
    4.69    2.80   1
    4.71    2.79   1
    4.73    2.77   1
    4.73    2.76   1
    4.74    2.74   1
    4.74    2.70   1
    4.73    2.67   1
    4.73    2.66   1
    4.71    2.64   1
    4.69    2.63   1
    4.63    2.63   1

    4.83    2.74   1
    4.81    2.74   1
    4.80    2.72   1
    4.79    2.70   1
    4.79    2.68   1
    4.80    2.66   1
    4.81    2.64   1
    4.83    2.63   1
    4.85    2.63   1
    4.86    2.64   1
    4.88    2.66   1
    4.89    2.68   1
    4.89    2.70   1
    4.88    2.72   1
    4.86    2.74   1
    4.85    2.74   1
    4.83    2.74   1

    4.94    2.74   1
    4.94    2.67   1
    4.95    2.64   1
    4.97    2.63   1
    4.99    2.63   1
    5.00    2.64   1
    5.03    2.67   1

    5.03    2.74   1
    5.03    2.63   1

    5.09    2.80   1
    5.09    2.63   1

    5.09    2.72   1
    5.10    2.74   1
    5.12    2.74   1
    5.14    2.74   1
    5.16    2.74   1
    5.17    2.72   1
    5.18    2.70   1
    5.18    2.68   1
    5.17    2.66   1
    5.16    2.64   1
    5.14    2.63   1
    5.12    2.63   1
    5.10    2.64   1
    5.09    2.66   1

    5.24    2.80   1
    5.24    2.63   1

    5.29    2.70   1
    5.38    2.70   1
    5.38    2.71   1
    5.37    2.73   1
    5.37    2.74   1
    5.35    2.74   1
    5.33    2.74   1
    5.31    2.74   1
    5.30    2.72   1
    5.29    2.70   1
    5.29    2.68   1
    5.30    2.66   1
    5.31    2.64   1
    5.33    2.63   1
    5.35    2.63   1
    5.37    2.64   1
    5.38    2.66   1

    5.44    2.70   1
    5.58    2.70   1

    5.72    2.74   1
    5.72    2.58   1

    5.72    2.72   1
    5.71    2.74   1
    5.69    2.74   1
    5.67    2.74   1
    5.65    2.74   1
    5.64    2.72   1
    5.63    2.70   1
    5.63    2.68   1
    5.64    2.66   1
    5.65    2.64   1
    5.67    2.63   1
    5.69    2.63   1
    5.71    2.64   1
    5.72    2.66   1

    5.91    2.80   1
    5.91    2.63   1

    5.91    2.80   1
    5.97    2.63   1

    6.03    2.80   1
    5.97    2.63   1

    6.03    2.80   1
    6.03    2.63   1

    6.18    2.74   1
    6.18    2.63   1

    6.18    2.72   1
    6.16    2.74   1
    6.15    2.74   1
    6.12    2.74   1
    6.11    2.74   1
    6.09    2.72   1
    6.08    2.70   1
    6.08    2.68   1
    6.09    2.66   1
    6.11    2.64   1
    6.12    2.63   1
    6.15    2.63   1
    6.16    2.64   1
